#Table1
objid,ra,dec,magnitude,redshift
1237667447807738037,195.356287774368,25.0042745838629,19.5231,0.2576837
1237667322724221368,195.391599740347,26.8200584832592,22.63956,0.5107213
1237667323259388027,191.190494330179,27.5002307831154,15.93186,0.03137025
1237667444584087671,191.213727535182,28.5036014088328,15.90096,0.02449893
1237667322185712133,191.228305773259,26.5282981526322,22.05507,0.5613517
1237667442436997294,192.137429418685,26.7976130288487,20.1575,0.2998637
1237667443510739495,192.168911808793,27.5656168537841,22.05886,0.6010153
1237665440441434483,193.201784711499,28.6414338386737,21.21265,0.5064492
1237667323260174385,193.203714725618,27.4018309336241,15.50354,0.02577951
1237667442974261835,193.210966638765,27.1819345091552,21.9753,0.6013726
1237667444584874051,193.215534620088,28.3674774773033,19.12906,0.1866739
1237667447806886341,193.234550758559,25.1294057679315,20.78924,0.352446
1237667252945354934,193.623196539104,28.7789186811886,17.26043,0.04363027
1237667252945354861,193.631078684431,28.7917909695564,20.47481,-4.567444E-06
1237667442974457982,193.687899531902,27.2072488718654,18.55194,0.1985158
1237667446733340686,193.688719357805,24.2060136419486,16.84492,0.03081316
1237667323797242059,193.692396681428,27.8130306597346,19.50634,0.3163374
1237665440442876089,196.963684768084,28.380369002587,21.81709,0.5287865
